payment_id,invoice_id,payment_date,payment_method,amount_paid
PAY000485,INV00457,2024-12-01,Bank Transfer,829.63
PAY000486,INV00457,2024-11-22,Credit Card,790.24
PAY000487,INV00458,2024-04-13,Bank Transfer,1579.61
PAY000488,INV00459,2024-03-03,Credit Card,2448.94
PAY000489,INV00460,2025-03-18,Cash,3473.39
PAY000490,INV00461,2024-11-18,Credit Card,4890.65
PAY000491,INV00462,2025-09-22,Cash,2758.13
PAY000492,INV00463,2024-06-01,Bank Transfer,3495.84
PAY000493,INV00464,2024-03-14,Credit Card,962.64
PAY000494,INV00465,2025-02-28,Cash,521.09
PAY000495,INV00466,2025-08-07,Bank Transfer,2438.75
PAY000496,INV00467,2025-05-04,Cash,1106.94
PAY000497,INV00467,2025-03-27,Credit Card,910.56
PAY000498,INV00468,2025-12-21,Credit Card,108.08
PAY000499,INV00468,2025-12-31,Credit Card,148.59
PAY000500,INV00470,2025-04-25,Bank Transfer,979.59
PAY000501,INV00471,2026-01-24,Bank Transfer,2543.23
PAY000502,INV00472,2025-07-20,Credit Card,4137.41
PAY000503,INV00473,2024-02-06,Credit Card,1491.85
PAY000504,INV00474,2024-12-21,Bank Transfer,677.33
PAY000505,INV00475,2024-02-21,Credit Card,4167.28
PAY000506,INV00476,2025-12-10,Credit Card,3685.46
PAY000507,INV00477,2025-07-21,Cash,3935.22
PAY000508,INV00478,2024-05-25,Cash,3555.07
PAY000509,INV00479,2024-12-28,Credit Card,5886.18
PAY000510,INV00480,2024-09-09,Credit Card,1989.83
PAY000511,INV00480,2024-09-02,Bank Transfer,2484.97
PAY000512,INV00481,2025-03-05,Credit Card,4823.47
PAY000513,INV00482,2025-08-23,Bank Transfer,242.46
PAY000514,INV00483,2025-03-02,Bank Transfer,104.46
PAY000515,INV00483,2025-02-15,Cash,58.34
PAY000516,INV00484,2025-10-03,Cash,784.16
PAY000517,INV00484,2025-09-04,Credit Card,449.33
PAY000518,INV00485,2025-04-15,Bank Transfer,2968.57
PAY000519,INV00486,2025-06-29,Credit Card,1940.94
PAY000520,INV00486,2025-07-03,Cash,3415.44
PAY000521,INV00487,2025-05-14,Cash,601.76
PAY000522,INV00488,2024-09-23,Bank Transfer,7459.36
PAY000523,INV00489,2025-07-19,Cash,2103.5
PAY000524,INV00490,2024-10-30,Bank Transfer,5380.32
PAY000525,INV00491,2024-06-17,Cash,2286.32
PAY000526,INV00491,2024-07-31,Cash,3466.49
PAY000527,INV00492,2025-08-28,Cash,2959.38
PAY000528,INV00493,2024-12-17,Credit Card,5024.83
PAY000529,INV00494,2025-05-06,Bank Transfer,2751.9
PAY000530,INV00495,2025-10-24,Bank Transfer,1066.07
PAY000531,INV00496,2025-02-13,Bank Transfer,4909.81
PAY000532,INV00497,2024-11-12,Cash,3635.4
PAY000533,INV00498,2024-03-16,Credit Card,436.03
PAY000534,INV00499,2025-03-03,Cash,3220.15
PAY000535,INV00500,2024-05-08,Credit Card,71.92
PAY000536,INV00501,2024-06-21,Bank Transfer,948.48
PAY000537,INV00502,2024-08-02,Credit Card,1264.63
PAY000538,INV00503,2024-07-27,Bank Transfer,5209.97
PAY000539,INV00504,2024-12-21,Credit Card,678.34
PAY000540,INV00505,2024-09-18,Cash,5194.14
PAY000541,INV00506,2025-02-27,Cash,2669.22
PAY000542,INV00507,2025-09-25,Bank Transfer,576.19
PAY000543,INV00508,2024-07-21,Cash,5537.76
PAY000544,INV00509,2024-03-23,Credit Card,1128.32
PAY000545,INV00510,2025-02-07,Bank Transfer,4753.69
PAY000546,INV00511,2024-08-26,Bank Transfer,1687.94
PAY000547,INV00512,2024-04-12,Cash,995.6
PAY000548,INV00512,2024-04-23,Cash,452.34
PAY000549,INV00513,2025-08-07,Cash,7687.48
PAY000550,INV00514,2025-06-14,Cash,840.45
PAY000551,INV00515,2025-04-05,Credit Card,608.15
PAY000552,INV00516,2025-02-15,Cash,452.37
PAY000553,INV00516,2025-02-18,Cash,296.55
PAY000554,INV00518,2025-08-09,Credit Card,950.9
PAY000555,INV00520,2025-01-04,Credit Card,1934.81
PAY000556,INV00521,2024-04-02,Bank Transfer,453.26
PAY000557,INV00522,2025-05-21,Cash,1602.58
PAY000558,INV00522,2025-05-10,Bank Transfer,1636.99
PAY000559,INV00523,2024-09-11,Credit Card,1611.43
PAY000560,INV00524,2025-10-22,Credit Card,3052.62
PAY000561,INV00525,2024-03-09,Credit Card,2716.03
PAY000562,INV00526,2025-06-22,Credit Card,3918.61
PAY000563,INV00527,2025-10-08,Bank Transfer,4047.12
PAY000564,INV00528,2025-04-05,Credit Card,1866.37
PAY000565,INV00529,2024-11-21,Bank Transfer,144.66
PAY000566,INV00530,2024-03-07,Bank Transfer,1221.05
PAY000567,INV00531,2024-10-14,Bank Transfer,2765.58
PAY000568,INV00532,2024-08-31,Cash,5745.72
PAY000569,INV00533,2024-08-12,Cash,1739.99
PAY000570,INV00534,2024-02-02,Credit Card,3396.19
PAY000571,INV00535,2025-12-19,Bank Transfer,2353.57
PAY000572,INV00536,2024-11-30,Credit Card,6479.52
PAY000573,INV00537,2025-02-17,Cash,1798.81
PAY000574,INV00538,2024-12-15,Cash,710.28
PAY000575,INV00539,2024-02-14,Bank Transfer,4867.99
PAY000576,INV00540,2024-11-23,Bank Transfer,579.56
PAY000577,INV00541,2024-08-20,Bank Transfer,4992.06
PAY000578,INV00542,2025-10-13,Bank Transfer,2821.63
PAY000579,INV00543,2025-12-03,Cash,790.79
PAY000580,INV00544,2025-12-25,Credit Card,3733.45
PAY000581,INV00545,2025-09-08,Bank Transfer,2448.94
PAY000582,INV00546,2025-10-04,Bank Transfer,417.9
PAY000583,INV00547,2025-07-14,Cash,801.5
PAY000584,INV00548,2024-11-06,Cash,2428.88
PAY000585,INV00548,2024-10-28,Cash,3933.3
PAY000586,INV00549,2025-03-09,Bank Transfer,1100.5
PAY000587,INV00550,2024-02-14,Credit Card,1591.45
PAY000588,INV00550,2024-03-07,Credit Card,3035.38
PAY000589,INV00551,2024-07-05,Credit Card,2325.4
PAY000590,INV00552,2025-04-10,Cash,1881.77
PAY000591,INV00553,2025-05-28,Bank Transfer,1604.72
PAY000592,INV00554,2024-10-03,Credit Card,3433.25
PAY000593,INV00555,2024-05-13,Bank Transfer,3191.34
PAY000594,INV00556,2025-06-28,Cash,3790.55
PAY000595,INV00557,2026-01-11,Cash,3641.69
PAY000596,INV00558,2024-01-27,Credit Card,1167.47
PAY000597,INV00558,2024-02-24,Bank Transfer,1876.75
PAY000598,INV00559,2024-06-22,Bank Transfer,1966.12
PAY000599,INV00560,2025-03-26,Bank Transfer,4196.33
PAY000600,INV00561,2025-01-18,Cash,2515.52
PAY000601,INV00562,2025-08-25,Bank Transfer,4422.78
PAY000602,INV00563,2025-05-04,Credit Card,2835.62
PAY000603,INV00564,2024-11-15,Cash,735.15
PAY000604,INV00565,2026-02-23,Cash,4221.5
PAY000605,INV00566,2024-02-24,Bank Transfer,4704.82
PAY000606,INV00567,2024-02-10,Cash,2137.16
PAY000607,INV00568,2024-05-27,Cash,1788.66
PAY000608,INV00572,2025-07-25,Bank Transfer,1001.17
PAY000609,INV00573,2025-03-03,Bank Transfer,2986.57
PAY000610,INV00574,2024-02-10,Credit Card,1278.43
PAY000611,INV00574,2024-03-25,Credit Card,2294.25
PAY000612,INV00575,2024-08-01,Credit Card,1639.28
PAY000613,INV00577,2025-08-10,Bank Transfer,4142.26
PAY000614,INV00578,2025-09-27,Bank Transfer,4575.85
PAY000615,INV00579,2024-11-09,Bank Transfer,3301.31
PAY000616,INV00580,2024-05-08,Bank Transfer,636.37
PAY000617,INV00580,2024-05-17,Credit Card,962.74
PAY000618,INV00581,2025-09-14,Credit Card,358.52
PAY000619,INV00581,2025-09-05,Bank Transfer,285.46
PAY000620,INV00582,2025-05-06,Bank Transfer,4188.9
PAY000621,INV00583,2024-11-23,Credit Card,1003.37
PAY000622,INV00583,2024-11-13,Cash,1359.98
PAY000623,INV00584,2025-01-27,Cash,1451.41
PAY000624,INV00584,2025-02-22,Cash,2644.97
PAY000625,INV00585,2024-07-25,Credit Card,3286.7
PAY000626,INV00586,2025-05-29,Credit Card,1177.25
PAY000627,INV00587,2024-07-16,Credit Card,2557.5
PAY000628,INV00588,2024-06-03,Credit Card,852.83
PAY000629,INV00588,2024-06-16,Cash,1591.11
PAY000630,INV00589,2024-12-29,Credit Card,862.08
PAY000631,INV00590,2025-04-27,Bank Transfer,3192.61
PAY000632,INV00591,2024-11-08,Bank Transfer,879.09
PAY000633,INV00591,2024-11-17,Cash,542.41
PAY000634,INV00592,2025-10-31,Credit Card,1892.78
PAY000635,INV00593,2025-05-15,Bank Transfer,2966.02
PAY000636,INV00593,2025-05-20,Bank Transfer,3406.16
PAY000637,INV00594,2025-03-31,Cash,7492.24
PAY000638,INV00595,2026-01-01,Bank Transfer,3594.36
PAY000639,INV00596,2024-03-22,Bank Transfer,4611.38
PAY000640,INV00597,2025-04-07,Cash,3819.83
PAY000641,INV00598,2025-07-31,Credit Card,2871.97
PAY000642,INV00599,2024-06-11,Credit Card,3886.64
PAY000643,INV00600,2025-04-26,Credit Card,5867.83
PAY000644,INV00601,2026-01-23,Bank Transfer,2730.07
PAY000645,INV00602,2024-09-23,Cash,1301.56
PAY000646,INV00603,2025-12-05,Bank Transfer,406.4
PAY000647,INV00604,2025-06-05,Cash,1780.46
PAY000648,INV00605,2025-05-26,Credit Card,7936.51
PAY000649,INV00606,2025-12-23,Cash,99.49
PAY000650,INV00606,2026-01-19,Credit Card,226.12
PAY000651,INV00607,2025-12-07,Credit Card,7177.4
PAY000652,INV00608,2024-12-09,Credit Card,2836.34
PAY000653,INV00609,2024-12-31,Credit Card,1116.67
PAY000654,INV00610,2025-06-28,Bank Transfer,2670.41
PAY000655,INV00611,2025-03-13,Credit Card,8152.76
PAY000656,INV00612,2026-01-02,Bank Transfer,1247.21
PAY000657,INV00613,2025-03-12,Cash,7666.79
PAY000658,INV00614,2025-08-12,Credit Card,5908.51
PAY000659,INV00615,2024-02-21,Cash,763.37
PAY000660,INV00616,2025-03-15,Bank Transfer,4256.74
PAY000661,INV00617,2025-11-13,Bank Transfer,2086.21
PAY000662,INV00617,2025-11-12,Bank Transfer,2523.01
PAY000663,INV00618,2025-02-14,Bank Transfer,1403.58
PAY000664,INV00619,2024-06-26,Bank Transfer,2930.82
PAY000665,INV00620,2024-04-04,Bank Transfer,6714.8
PAY000666,INV00621,2024-11-06,Cash,5111.36
PAY000667,INV00622,2024-02-09,Bank Transfer,1599.78
PAY000668,INV00622,2024-03-10,Cash,3020.78
PAY000669,INV00623,2025-08-21,Bank Transfer,2195.89
PAY000670,INV00624,2024-11-19,Bank Transfer,2905.44
PAY000671,INV00625,2024-09-28,Bank Transfer,7672.39
PAY000672,INV00626,2025-03-29,Cash,5212.58
PAY000673,INV00627,2024-12-08,Cash,3753.32
PAY000674,INV00628,2025-12-31,Credit Card,1882.63
PAY000675,INV00629,2024-07-07,Credit Card,4404.28
PAY000676,INV00630,2024-04-27,Cash,8772.65
PAY000677,INV00632,2024-10-19,Bank Transfer,3217.21
PAY000678,INV00633,2024-02-13,Bank Transfer,6045.36
PAY000679,INV00634,2025-04-14,Cash,1695.85
PAY000680,INV00634,2025-03-29,Bank Transfer,1218.39
PAY000681,INV00635,2024-11-26,Credit Card,4884.6
PAY000682,INV00636,2025-03-03,Cash,1605.43
PAY000683,INV00638,2024-04-01,Cash,734.68
PAY000684,INV00639,2024-11-21,Credit Card,2131.88
PAY000685,INV00640,2025-03-05,Cash,2754.49
PAY000686,INV00641,2025-12-01,Bank Transfer,4713.56
PAY000687,INV00643,2024-04-14,Cash,1957.37
PAY000688,INV00644,2025-02-23,Credit Card,2573.06
PAY000689,INV00644,2025-02-28,Cash,2668.98
PAY000690,INV00645,2024-11-27,Credit Card,2077.09
PAY000691,INV00645,2025-01-05,Bank Transfer,940.48
PAY000692,INV00646,2025-08-10,Bank Transfer,597.19
PAY000693,INV00647,2025-12-25,Credit Card,379.21
PAY000694,INV00647,2026-01-11,Credit Card,473.97
PAY000695,INV00648,2024-07-17,Cash,5258.75
PAY000696,INV00649,2025-03-22,Credit Card,2583.64
PAY000697,INV00650,2024-08-23,Cash,1355.74
PAY000698,INV00651,2025-10-19,Cash,2845.25
PAY000699,INV00653,2024-10-12,Bank Transfer,5130.76
PAY000700,INV00654,2025-10-29,Cash,7526.77
PAY000701,INV00655,2024-02-01,Cash,4763.03
PAY000702,INV00657,2024-07-08,Bank Transfer,3428.65
PAY000703,INV00658,2026-01-11,Cash,717.26
PAY000704,INV00659,2025-06-21,Credit Card,2708.77
PAY000705,INV00660,2025-06-22,Cash,3209.96
PAY000706,INV00661,2024-06-25,Credit Card,2821.82
PAY000707,INV00662,2025-02-06,Bank Transfer,4302.22
PAY000708,INV00663,2024-02-29,Credit Card,792.6
PAY000709,INV00664,2025-01-22,Cash,1191.01
PAY000710,INV00665,2025-02-11,Bank Transfer,2339.47
PAY000711,INV00666,2024-12-18,Cash,1877.62
PAY000712,INV00667,2024-06-24,Bank Transfer,215.75
PAY000713,INV00668,2025-07-15,Credit Card,72.35
PAY000714,INV00668,2025-09-01,Bank Transfer,71.48
PAY000715,INV00669,2024-05-02,Credit Card,1397.95
PAY000716,INV00670,2024-09-17,Credit Card,182.23
PAY000717,INV00671,2024-08-08,Cash,3608.87
PAY000718,INV00672,2025-05-19,Credit Card,3202.67
PAY000719,INV00672,2025-04-29,Cash,1641.85
PAY000720,INV00673,2024-02-08,Credit Card,763.37
PAY000721,INV00674,2024-02-25,Credit Card,2699.78
PAY000722,INV00675,2025-11-24,Credit Card,654.38
PAY000723,INV00676,2024-02-15,Bank Transfer,5433.48
PAY000724,INV00677,2025-06-05,Bank Transfer,2298.34
PAY000725,INV00678,2024-12-23,Cash,102.35
PAY000726,INV00678,2024-11-30,Credit Card,52.55
PAY000727,INV00680,2025-02-02,Credit Card,3309.66
PAY000728,INV00681,2024-02-26,Bank Transfer,3305.57
PAY000729,INV00682,2025-07-30,Credit Card,2906.81
PAY000730,INV00683,2024-10-29,Cash,3313.39
PAY000731,INV00684,2025-02-24,Bank Transfer,3731.83
PAY000732,INV00685,2024-03-22,Bank Transfer,2255.69
PAY000733,INV00686,2026-01-16,Credit Card,4439.3
PAY000734,INV00687,2025-08-17,Bank Transfer,1118.13
PAY000735,INV00688,2024-08-27,Credit Card,1060.32
PAY000736,INV00689,2024-08-14,Credit Card,2504.26
PAY000737,INV00690,2024-01-28,Cash,1104.77
PAY000738,INV00690,2024-02-05,Bank Transfer,692.45
PAY000739,INV00691,2025-03-27,Credit Card,115.56
PAY000740,INV00691,2025-02-01,Cash,65.15
PAY000741,INV00692,2025-02-25,Cash,108.89
PAY000742,INV00692,2025-02-08,Credit Card,162.05
PAY000743,INV00693,2025-05-06,Bank Transfer,3416.48
PAY000744,INV00694,2025-06-14,Cash,2356.27
PAY000745,INV00695,2024-06-21,Cash,8157.13
PAY000746,INV00696,2025-11-21,Bank Transfer,4265.89
PAY000747,INV00698,2025-07-19,Credit Card,3686.62
PAY000748,INV00699,2024-05-30,Cash,867.92
PAY000749,INV00700,2024-09-20,Bank Transfer,956.58
PAY000750,INV00701,2025-01-07,Bank Transfer,2456.58
PAY000751,INV00702,2024-10-07,Cash,256.67
PAY000752,INV00703,2024-03-20,Bank Transfer,6167.54
PAY000753,INV00705,2025-07-27,Bank Transfer,673.56
PAY000754,INV00706,2025-09-03,Cash,170.57
PAY000755,INV00707,2024-11-24,Cash,4153.55
PAY000756,INV00708,2025-01-25,Credit Card,1101.68
PAY000757,INV00708,2025-01-03,Cash,583.01
PAY000758,INV00709,2025-11-23,Bank Transfer,3888.96
PAY000759,INV00710,2025-09-09,Cash,965.18
PAY000760,INV00711,2024-06-28,Credit Card,2193.9
PAY000761,INV00712,2024-06-02,Bank Transfer,1880.74
PAY000762,INV00713,2025-10-27,Cash,2422.84
PAY000763,INV00714,2025-01-23,Credit Card,636.46
PAY000764,INV00715,2025-05-21,Credit Card,637.74
PAY000765,INV00715,2025-04-18,Cash,697.55
PAY000766,INV00716,2024-12-14,Bank Transfer,1032.09
PAY000767,INV00716,2024-11-07,Credit Card,2171.14
PAY000768,INV00717,2024-05-02,Bank Transfer,111.73
PAY000769,INV00717,2024-05-26,Cash,159.96
PAY000770,INV00718,2024-12-08,Credit Card,5493.41
PAY000771,INV00719,2024-07-30,Bank Transfer,364.46
PAY000772,INV00721,2025-07-14,Bank Transfer,2399.81
PAY000773,INV00722,2025-07-31,Cash,2346.48
PAY000774,INV00723,2024-12-02,Credit Card,2394.06
PAY000775,INV00723,2024-12-24,Bank Transfer,2076.97
PAY000776,INV00724,2025-03-15,Bank Transfer,1445.52
PAY000777,INV00724,2025-03-22,Cash,1631.87
PAY000778,INV00725,2024-08-01,Bank Transfer,5882.4
PAY000779,INV00726,2025-10-15,Credit Card,1433.74
PAY000780,INV00727,2024-12-29,Bank Transfer,6069.25
PAY000781,INV00728,2025-11-16,Cash,4521.95
PAY000782,INV00729,2024-07-20,Credit Card,82.45
PAY000783,INV00730,2025-11-26,Credit Card,5024.27
PAY000784,INV00731,2024-08-14,Cash,2795.47
PAY000785,INV00731,2024-08-10,Cash,2291.22
PAY000786,INV00732,2025-07-31,Bank Transfer,404.14
PAY000787,INV00733,2024-06-25,Credit Card,2995.48
PAY000788,INV00733,2024-06-22,Credit Card,2204.97
PAY000789,INV00734,2025-12-10,Cash,1728.53
PAY000790,INV00734,2026-01-02,Credit Card,2116.43
PAY000791,INV00735,2025-04-10,Credit Card,512.38
PAY000792,INV00735,2025-05-15,Credit Card,262.11
PAY000793,INV00736,2024-12-15,Cash,1600.27
PAY000794,INV00737,2024-10-01,Bank Transfer,2874.58
PAY000795,INV00738,2024-06-24,Cash,5335.43
PAY000796,INV00739,2025-07-01,Cash,1624.76
PAY000797,INV00740,2025-12-30,Credit Card,2517.72
PAY000798,INV00740,2025-11-09,Cash,4340.86
PAY000799,INV00741,2024-03-31,Cash,1253.7
PAY000800,INV00742,2025-07-19,Credit Card,2120.64
PAY000801,INV00743,2024-10-14,Cash,5521.22
PAY000802,INV00744,2025-12-11,Bank Transfer,1223.05
PAY000803,INV00745,2025-04-01,Cash,1053.86
PAY000804,INV00746,2025-08-16,Credit Card,1164.96
PAY000805,INV00747,2025-06-14,Cash,7993.62
PAY000806,INV00748,2025-04-10,Credit Card,3737.89
PAY000807,INV00749,2025-02-05,Credit Card,1430.93
PAY000808,INV00750,2025-08-30,Bank Transfer,5770.39
PAY000809,INV00751,2024-06-24,Cash,2231.52
PAY000810,INV00752,2025-03-28,Credit Card,3154.52
PAY000811,INV00754,2024-09-16,Credit Card,4909.72
PAY000812,INV00756,2025-03-16,Bank Transfer,3137.75
PAY000813,INV00757,2025-02-16,Bank Transfer,4009.72
PAY000814,INV00758,2025-11-19,Bank Transfer,2982.23
PAY000815,INV00760,2024-06-30,Credit Card,75.91
PAY000816,INV00761,2025-08-24,Credit Card,2561.22
PAY000817,INV00762,2025-08-30,Cash,1648.42
PAY000818,INV00763,2025-12-10,Cash,3230.37
PAY000819,INV00764,2025-04-15,Bank Transfer,2602.31
PAY000820,INV00765,2024-09-05,Cash,1948.22
PAY000821,INV00766,2025-08-28,Bank Transfer,263.33
PAY000822,INV00766,2025-09-08,Cash,307.05
PAY000823,INV00767,2025-05-13,Bank Transfer,302.05
PAY000824,INV00768,2025-09-13,Credit Card,1019.53
PAY000825,INV00769,2024-08-23,Credit Card,1458.07
PAY000826,INV00769,2024-06-25,Bank Transfer,2535.29
PAY000827,INV00770,2024-08-16,Cash,886.03
PAY000828,INV00771,2024-07-27,Cash,3167.58
PAY000829,INV00772,2024-06-13,Cash,1022.0
PAY000830,INV00773,2025-07-27,Bank Transfer,4204.76
PAY000831,INV00774,2025-11-11,Cash,1811.58
PAY000832,INV00774,2025-11-28,Bank Transfer,1946.15
PAY000833,INV00775,2025-08-03,Bank Transfer,4854.78
PAY000834,INV00776,2024-04-11,Credit Card,1236.95
PAY000835,INV00777,2025-01-09,Cash,1062.23
PAY000836,INV00778,2025-10-29,Cash,3370.22
PAY000837,INV00779,2024-07-27,Credit Card,2314.63
PAY000838,INV00780,2025-10-29,Credit Card,1430.93
PAY000839,INV00781,2025-05-15,Credit Card,5905.78
PAY000840,INV00782,2025-08-27,Bank Transfer,1877.02
PAY000841,INV00784,2024-07-10,Credit Card,499.7
PAY000842,INV00785,2024-08-05,Cash,2926.96
PAY000843,INV00786,2024-03-12,Cash,912.59
PAY000844,INV00787,2025-09-03,Bank Transfer,437.93
PAY000845,INV00787,2025-08-14,Cash,661.02
PAY000846,INV00788,2024-05-31,Cash,1880.54
PAY000847,INV00789,2024-03-08,Credit Card,2165.78
PAY000848,INV00790,2024-05-02,Credit Card,1140.68
PAY000849,INV00791,2025-08-26,Cash,2398.07
PAY000850,INV00792,2025-09-12,Bank Transfer,2110.44
PAY000851,INV00793,2025-03-08,Credit Card,5938.96
PAY000852,INV00794,2025-07-21,Cash,5873.39
PAY000853,INV00795,2025-09-23,Credit Card,2547.04
PAY000854,INV00797,2025-08-15,Cash,3649.3
PAY000855,INV00799,2024-06-11,Cash,1262.95
PAY000856,INV00800,2024-06-06,Bank Transfer,2231.2
PAY000857,INV00801,2024-10-25,Cash,1561.3
PAY000858,INV00801,2024-11-30,Cash,1359.42
PAY000859,INV00802,2025-03-10,Cash,1302.84
PAY000860,INV00802,2025-03-14,Bank Transfer,2204.6
PAY000861,INV00803,2024-02-17,Bank Transfer,2923.2
PAY000862,INV00804,2024-11-02,Bank Transfer,1073.2
PAY000863,INV00805,2025-04-21,Credit Card,685.27
PAY000864,INV00806,2025-05-14,Credit Card,712.98
PAY000865,INV00807,2024-06-07,Cash,1508.04
PAY000866,INV00807,2024-06-28,Bank Transfer,3412.0
PAY000867,INV00808,2026-01-14,Bank Transfer,7140.95
PAY000868,INV00809,2025-04-16,Bank Transfer,4065.64
PAY000869,INV00810,2025-11-21,Credit Card,397.01
PAY000870,INV00811,2026-01-04,Credit Card,4901.02
PAY000871,INV00814,2025-11-17,Bank Transfer,1799.86
PAY000872,INV00815,2024-04-04,Credit Card,1706.81
PAY000873,INV00815,2024-03-04,Cash,1777.21
PAY000874,INV00816,2025-03-04,Credit Card,1667.36
PAY000875,INV00817,2025-03-12,Cash,867.16
PAY000876,INV00817,2025-04-04,Credit Card,820.78
PAY000877,INV00818,2025-09-14,Bank Transfer,644.81
PAY000878,INV00818,2025-10-18,Cash,454.14
PAY000879,INV00819,2025-01-31,Credit Card,1381.71
PAY000880,INV00819,2025-02-02,Cash,3036.1
PAY000881,INV00821,2024-12-09,Bank Transfer,3623.77
PAY000882,INV00822,2025-09-12,Bank Transfer,808.99
PAY000883,INV00822,2025-09-10,Bank Transfer,459.38
PAY000884,INV00823,2024-11-03,Credit Card,864.19
PAY000885,INV00824,2025-01-26,Bank Transfer,1867.2
PAY000886,INV00825,2024-02-02,Bank Transfer,2442.1
PAY000887,INV00826,2024-04-10,Credit Card,907.62
PAY000888,INV00827,2025-11-20,Cash,138.26
PAY000889,INV00827,2025-11-28,Bank Transfer,143.17
PAY000890,INV00828,2024-07-29,Bank Transfer,1650.3
PAY000891,INV00829,2025-07-02,Bank Transfer,6084.3
PAY000892,INV00830,2024-03-01,Cash,1119.23
PAY000893,INV00831,2025-05-11,Credit Card,3501.76
PAY000894,INV00832,2024-11-15,Credit Card,3340.57
PAY000895,INV00833,2025-01-12,Cash,4845.82
PAY000896,INV00834,2024-08-04,Bank Transfer,6502.79
PAY000897,INV00835,2024-12-17,Bank Transfer,1830.24
PAY000898,INV00836,2025-03-21,Bank Transfer,3642.44
PAY000899,INV00837,2024-12-07,Cash,610.52
PAY000900,INV00838,2024-03-11,Cash,6894.76
PAY000901,INV00839,2025-04-27,Cash,4672.37
PAY000902,INV00841,2025-07-21,Bank Transfer,2745.64
PAY000903,INV00842,2025-07-15,Cash,3001.04
PAY000904,INV00843,2025-04-08,Bank Transfer,1438.46
PAY000905,INV00844,2025-10-16,Cash,6538.81
PAY000906,INV00845,2025-09-17,Credit Card,2006.0
PAY000907,INV00845,2025-08-28,Bank Transfer,2791.18
PAY000908,INV00846,2026-01-12,Credit Card,1082.04
PAY000909,INV00847,2025-06-23,Cash,1539.55
PAY000910,INV00848,2025-08-11,Cash,1928.67
PAY000911,INV00850,2025-01-14,Bank Transfer,1442.18
PAY000912,INV00851,2024-03-31,Credit Card,1609.8
PAY000913,INV00852,2025-07-14,Cash,2987.94
PAY000914,INV00853,2025-04-21,Bank Transfer,3015.56
PAY000915,INV00854,2024-05-16,Credit Card,3874.6
PAY000916,INV00855,2024-02-29,Credit Card,1316.34
PAY000917,INV00856,2024-11-06,Credit Card,3223.1
PAY000918,INV00857,2024-05-29,Cash,440.44
PAY000919,INV00858,2025-07-18,Cash,1441.02
PAY000920,INV00859,2024-02-23,Bank Transfer,387.0
PAY000921,INV00861,2024-08-05,Credit Card,28.93
PAY000922,INV00862,2024-02-11,Credit Card,2667.6
PAY000923,INV00863,2025-11-01,Cash,71.92
PAY000924,INV00864,2026-01-05,Credit Card,3639.7
PAY000925,INV00865,2025-07-05,Credit Card,1235.22
PAY000926,INV00866,2024-03-23,Cash,351.29
PAY000927,INV00867,2025-09-09,Credit Card,482.19
PAY000928,INV00868,2025-12-27,Credit Card,3729.31
PAY000929,INV00869,2024-07-29,Bank Transfer,2048.42
PAY000930,INV00870,2024-03-26,Bank Transfer,891.14
PAY000931,INV00871,2024-05-30,Bank Transfer,399.54
PAY000932,INV00872,2025-12-27,Cash,165.95
PAY000933,INV00872,2026-02-06,Credit Card,153.87
PAY000934,INV00874,2025-03-21,Credit Card,4657.19
PAY000935,INV00875,2024-05-10,Credit Card,1448.65
PAY000936,INV00876,2025-05-24,Bank Transfer,1719.98
PAY000937,INV00877,2024-08-21,Cash,3277.46
PAY000938,INV00878,2025-09-22,Bank Transfer,1801.45
PAY000939,INV00879,2024-03-05,Cash,212.24
PAY000940,INV00879,2024-04-20,Credit Card,214.35
PAY000941,INV00881,2024-03-31,Credit Card,984.2
PAY000942,INV00882,2025-12-31,Bank Transfer,2102.02
PAY000943,INV00883,2024-04-12,Credit Card,4969.13
PAY000944,INV00884,2024-02-27,Bank Transfer,2052.26
PAY000945,INV00885,2025-06-11,Cash,4503.56
PAY000946,INV00886,2026-01-05,Cash,442.43
PAY000947,INV00887,2024-06-17,Bank Transfer,3262.08
PAY000948,INV00888,2024-06-04,Credit Card,2339.09
PAY000949,INV00889,2026-01-08,Bank Transfer,724.47
PAY000950,INV00889,2025-12-15,Credit Card,1120.96
PAY000951,INV00890,2026-02-23,Credit Card,1731.41
PAY000952,INV00890,2026-01-26,Bank Transfer,1737.49
PAY000953,INV00891,2025-01-30,Cash,365.5
PAY000954,INV00892,2025-01-05,Bank Transfer,4203.68
PAY000955,INV00893,2026-01-08,Bank Transfer,1584.6
PAY000956,INV00894,2024-07-17,Credit Card,5075.12
PAY000957,INV00895,2025-11-12,Credit Card,1061.88
PAY000958,INV00896,2025-09-15,Credit Card,340.26
PAY000959,INV00896,2025-09-30,Bank Transfer,485.78
PAY000960,INV00897,2024-05-11,Credit Card,4500.9
PAY000961,INV00898,2025-04-11,Bank Transfer,1478.31
PAY000962,INV00898,2025-05-03,Bank Transfer,1521.45
PAY000963,INV00899,2025-03-29,Credit Card,188.32
PAY000964,INV00899,2025-05-05,Cash,260.72
PAY000965,INV00900,2024-01-05,Bank Transfer,1184.7
PAY000966,INV00901,2025-06-26,Cash,2205.98
PAY000967,INV00902,2025-05-21,Cash,954.2
PAY000968,INV00903,2025-05-15,Bank Transfer,4648.91
PAY000969,INV00904,2024-12-02,Bank Transfer,2737.67
