sale_id,invoice_id,product_id,sale_date,quantity,unit_price,discount_rate,revenue
S000417,INV00171,P011,2025-12-25,2,292.74,0.0,585.48
S000418,INV00172,P004,2024-08-13,2,296.13,0.05,562.65
S000419,INV00173,P012,2025-02-09,1,490.89,0.05,466.35
S000420,INV00173,P006,2025-02-09,2,187.1,0.1,336.78
S000421,INV00173,P010,2025-02-09,1,358.33,0.05,340.41
S000422,INV00174,P017,2025-09-21,2,680.26,0.1,1224.47
S000423,INV00174,P010,2025-09-21,1,358.33,0.1,322.5
S000424,INV00175,P002,2025-06-13,3,348.25,0.15,888.04
S000425,INV00176,P020,2025-07-03,5,501.47,0.05,2381.98
S000426,INV00176,P002,2025-07-03,3,348.25,0.0,1044.75
S000427,INV00176,P007,2025-07-03,4,118.83,0.0,475.32
S000428,INV00176,P012,2025-07-03,5,490.89,0.15,2086.28
S000429,INV00177,P016,2025-10-10,4,135.67,0.0,542.68
S000430,INV00178,P017,2024-12-13,1,680.26,0.0,680.26
S000431,INV00179,P020,2025-05-20,3,501.47,0.15,1278.75
S000432,INV00179,P011,2025-05-20,4,292.74,0.0,1170.96
S000433,INV00179,P012,2025-05-20,3,490.89,0.1,1325.4
S000434,INV00180,P011,2024-02-29,4,292.74,0.1,1053.86
S000435,INV00180,P018,2024-02-29,4,588.71,0.0,2354.84
S000436,INV00180,P013,2024-02-29,5,499.96,0.0,2499.8
S000437,INV00181,P012,2024-03-28,5,490.89,0.0,2454.45
S000438,INV00181,P007,2024-03-28,1,118.83,0.0,118.83
S000439,INV00181,P016,2024-03-28,2,135.67,0.15,230.64
S000440,INV00182,P013,2025-01-16,3,499.96,0.0,1499.88
S000441,INV00182,P016,2025-01-16,5,135.67,0.1,610.51
S000442,INV00183,P006,2025-11-29,3,187.1,0.1,505.17
S000443,INV00183,P002,2025-11-29,1,348.25,0.0,348.25
S000444,INV00183,P010,2025-11-29,5,358.33,0.05,1702.07
S000445,INV00183,P014,2025-11-29,3,365.65,0.05,1042.1
S000446,INV00184,P001,2025-01-17,4,564.89,0.0,2259.56
S000447,INV00184,P013,2025-01-17,3,499.96,0.05,1424.89
S000448,INV00185,P020,2025-03-05,4,501.47,0.0,2005.88
S000449,INV00185,P002,2025-03-05,2,348.25,0.05,661.67
S000450,INV00185,P017,2025-03-05,2,680.26,0.15,1156.44
S000451,INV00186,P016,2025-11-30,3,135.67,0.15,345.96
S000452,INV00186,P004,2025-11-30,3,296.13,0.1,799.55
S000453,INV00187,P013,2024-10-30,4,499.96,0.1,1799.86
S000454,INV00187,P012,2024-10-30,5,490.89,0.05,2331.73
S000455,INV00187,P008,2024-10-30,1,24.11,0.0,24.11
S000456,INV00187,P007,2024-10-30,3,118.83,0.0,356.49
S000457,INV00188,P001,2024-08-29,1,564.89,0.0,564.89
S000458,INV00188,P003,2024-08-29,3,508.77,0.0,1526.31
S000459,INV00188,P011,2024-08-29,2,292.74,0.05,556.21
S000460,INV00189,P003,2025-11-19,3,508.77,0.1,1373.68
S000461,INV00189,P004,2025-11-19,4,296.13,0.1,1066.07
S000462,INV00189,P021,2025-11-19,3,285.53,0.15,728.1
S000463,INV00190,P006,2024-11-15,4,187.1,0.0,748.4
S000464,INV00190,P009,2024-11-15,5,555.19,0.05,2637.15
S000465,INV00190,P021,2024-11-15,1,285.53,0.05,271.25
S000466,INV00190,P003,2024-11-15,5,508.77,0.0,2543.85
S000467,INV00191,P010,2025-01-24,2,358.33,0.0,716.66
S000468,INV00192,P003,2025-09-30,4,508.77,0.1,1831.57
S000469,INV00193,P014,2025-03-05,3,365.65,0.0,1096.95
S000470,INV00193,P011,2025-03-05,5,292.74,0.05,1390.51
S000471,INV00194,P014,2025-10-30,1,365.65,0.0,365.65
S000472,INV00195,P008,2024-05-03,1,24.11,0.15,20.49
S000473,INV00195,P007,2024-05-03,4,118.83,0.15,404.02
S000474,INV00195,P003,2024-05-03,5,508.77,0.0,2543.85
S000475,INV00196,P014,2024-05-23,1,365.65,0.0,365.65
S000476,INV00196,P004,2024-05-23,2,296.13,0.1,533.03
S000477,INV00197,P018,2024-07-06,1,588.71,0.05,559.27
S000478,INV00197,P007,2024-07-06,5,118.83,0.0,594.15
S000479,INV00198,P008,2025-11-14,4,24.11,0.0,96.44
S000480,INV00198,P005,2025-11-14,4,66.59,0.1,239.72
S000481,INV00198,P017,2025-11-14,5,680.26,0.0,3401.3
S000482,INV00199,P005,2025-03-19,5,66.59,0.0,332.95
S000483,INV00199,P010,2025-03-19,2,358.33,0.1,644.99
S000484,INV00199,P002,2025-03-19,4,348.25,0.1,1253.7
S000485,INV00200,P003,2025-08-25,1,508.77,0.1,457.89
S000486,INV00200,P005,2025-08-25,5,66.59,0.1,299.66
S000487,INV00200,P018,2025-08-25,3,588.71,0.05,1677.82
S000488,INV00201,P003,2025-07-20,2,508.77,0.0,1017.54
S000489,INV00201,P007,2025-07-20,2,118.83,0.15,202.01
S000490,INV00201,P002,2025-07-20,3,348.25,0.1,940.27
S000491,INV00202,P013,2024-06-30,2,499.96,0.05,949.92
S000492,INV00203,P007,2024-12-12,3,118.83,0.0,356.49
S000493,INV00204,P005,2024-09-29,5,66.59,0.0,332.95
S000494,INV00204,P008,2024-09-29,4,24.11,0.1,86.8
S000495,INV00205,P020,2025-04-09,4,501.47,0.1,1805.29
S000496,INV00206,P019,2024-08-17,5,298.11,0.05,1416.02
S000497,INV00206,P017,2024-08-17,1,680.26,0.15,578.22
S000498,INV00206,P013,2024-08-17,4,499.96,0.0,1999.84
S000499,INV00207,P010,2025-03-27,1,358.33,0.0,358.33
S000500,INV00207,P004,2025-03-27,1,296.13,0.15,251.71
S000501,INV00207,P005,2025-03-27,2,66.59,0.0,133.18
S000502,INV00207,P006,2025-03-27,1,187.1,0.05,177.74
S000503,INV00208,P012,2024-08-19,5,490.89,0.0,2454.45
S000504,INV00209,P020,2025-03-22,2,501.47,0.1,902.65
S000505,INV00209,P019,2025-03-22,5,298.11,0.1,1341.5
S000506,INV00209,P021,2025-03-22,3,285.53,0.0,856.59
S000507,INV00209,P005,2025-03-22,5,66.59,0.0,332.95
S000508,INV00210,P021,2024-05-04,1,285.53,0.0,285.53
S000509,INV00210,P008,2024-05-04,1,24.11,0.0,24.11
S000510,INV00210,P017,2024-05-04,2,680.26,0.1,1224.47
S000511,INV00210,P004,2024-05-04,2,296.13,0.0,592.26
S000512,INV00211,P021,2024-05-04,4,285.53,0.1,1027.91
S000513,INV00212,P001,2024-11-16,5,564.89,0.0,2824.45
S000514,INV00213,P004,2025-04-24,4,296.13,0.1,1066.07
S000515,INV00213,P013,2025-04-24,5,499.96,0.0,2499.8
S000516,INV00214,P002,2025-08-01,1,348.25,0.0,348.25
S000517,INV00214,P004,2025-08-01,3,296.13,0.0,888.39
S000518,INV00215,P015,2024-03-12,3,151.86,0.15,387.24
S000519,INV00215,P011,2024-03-12,3,292.74,0.0,878.22
S000520,INV00216,P006,2024-12-06,4,187.1,0.0,748.4
S000521,INV00216,P002,2024-12-06,4,348.25,0.0,1393.0
S000522,INV00216,P018,2024-12-06,5,588.71,0.0,2943.55
S000523,INV00216,P019,2024-12-06,1,298.11,0.0,298.11
S000524,INV00217,P001,2024-03-31,5,564.89,0.0,2824.45
S000525,INV00217,P007,2024-03-31,4,118.83,0.15,404.02
S000526,INV00218,P021,2024-02-17,1,285.53,0.15,242.7
S000527,INV00218,P002,2024-02-17,4,348.25,0.0,1393.0
S000528,INV00218,P005,2024-02-17,5,66.59,0.1,299.66
S000529,INV00219,P001,2025-09-25,4,564.89,0.0,2259.56
S000530,INV00219,P011,2025-09-25,5,292.74,0.05,1390.51
S000531,INV00219,P020,2025-09-25,5,501.47,0.0,2507.35
S000532,INV00220,P013,2024-04-15,2,499.96,0.0,999.92
S000533,INV00221,P012,2025-05-26,3,490.89,0.15,1251.77
S000534,INV00221,P013,2025-05-26,3,499.96,0.1,1349.89
S000535,INV00221,P005,2025-05-26,2,66.59,0.15,113.2
S000536,INV00221,P007,2025-05-26,5,118.83,0.15,505.03
S000537,INV00222,P014,2025-12-18,2,365.65,0.0,731.3
S000538,INV00223,P013,2024-04-17,5,499.96,0.0,2499.8
S000539,INV00223,P008,2024-04-17,1,24.11,0.0,24.11
S000540,INV00224,P017,2024-05-17,5,680.26,0.15,2891.11
S000541,INV00225,P003,2024-12-19,1,508.77,0.05,483.33
S000542,INV00226,P005,2024-06-25,2,66.59,0.1,119.86
S000543,INV00226,P008,2024-06-25,5,24.11,0.15,102.47
S000544,INV00227,P017,2025-02-10,2,680.26,0.05,1292.49
S000545,INV00227,P013,2025-02-10,1,499.96,0.15,424.97
S000546,INV00228,P017,2024-07-20,1,680.26,0.0,680.26
S000547,INV00228,P002,2024-07-20,1,348.25,0.0,348.25
S000548,INV00228,P007,2024-07-20,4,118.83,0.0,475.32
S000549,INV00228,P019,2024-07-20,1,298.11,0.0,298.11
S000550,INV00229,P007,2024-05-17,5,118.83,0.15,505.03
S000551,INV00229,P020,2024-05-17,2,501.47,0.05,952.79
S000552,INV00230,P012,2024-05-11,2,490.89,0.15,834.51
S000553,INV00230,P009,2024-05-11,1,555.19,0.1,499.67
S000554,INV00231,P003,2024-03-09,1,508.77,0.05,483.33
S000555,INV00231,P013,2024-03-09,3,499.96,0.0,1499.88
S000556,INV00231,P012,2024-03-09,4,490.89,0.1,1767.2
S000557,INV00231,P001,2024-03-09,4,564.89,0.05,2146.58
S000558,INV00232,P011,2025-11-30,1,292.74,0.0,292.74
S000559,INV00232,P018,2025-11-30,5,588.71,0.05,2796.37
S000560,INV00233,P007,2024-02-15,1,118.83,0.15,101.01
S000561,INV00233,P012,2024-02-15,5,490.89,0.15,2086.28
S000562,INV00234,P021,2024-05-20,2,285.53,0.0,571.06
S000563,INV00234,P003,2024-05-20,1,508.77,0.15,432.45
S000564,INV00234,P017,2024-05-20,3,680.26,0.1,1836.7
S000565,INV00235,P018,2025-09-11,5,588.71,0.05,2796.37
S000566,INV00236,P007,2024-05-16,5,118.83,0.15,505.03
S000567,INV00236,P012,2024-05-16,2,490.89,0.15,834.51
S000568,INV00237,P010,2024-04-25,1,358.33,0.05,340.41
S000569,INV00237,P020,2024-04-25,5,501.47,0.1,2256.62
S000570,INV00237,P015,2024-04-25,2,151.86,0.0,303.72
S000571,INV00238,P006,2024-05-26,3,187.1,0.15,477.1
S000572,INV00238,P008,2024-05-26,3,24.11,0.05,68.71
S000573,INV00239,P011,2024-09-10,2,292.74,0.1,526.93
S000574,INV00239,P007,2024-09-10,2,118.83,0.0,237.66
S000575,INV00239,P015,2024-09-10,2,151.86,0.05,288.53
S000576,INV00239,P003,2024-09-10,1,508.77,0.15,432.45
S000577,INV00240,P009,2025-04-26,5,555.19,0.05,2637.15
S000578,INV00240,P006,2025-04-26,5,187.1,0.1,841.95
S000579,INV00240,P021,2025-04-26,3,285.53,0.05,813.76
S000580,INV00240,P010,2025-04-26,2,358.33,0.05,680.83
S000581,INV00241,P021,2024-04-11,4,285.53,0.0,1142.12
S000582,INV00242,P012,2025-09-14,5,490.89,0.05,2331.73
S000583,INV00243,P014,2025-01-12,3,365.65,0.05,1042.1
S000584,INV00243,P010,2025-01-12,3,358.33,0.0,1074.99
S000585,INV00243,P017,2025-01-12,3,680.26,0.0,2040.78
S000586,INV00243,P003,2025-01-12,4,508.77,0.0,2035.08
S000587,INV00244,P006,2024-07-26,1,187.1,0.0,187.1
S000588,INV00244,P014,2024-07-26,3,365.65,0.1,987.25
S000589,INV00244,P007,2024-07-26,1,118.83,0.15,101.01
S000590,INV00244,P009,2024-07-26,5,555.19,0.1,2498.36
S000591,INV00245,P004,2025-12-20,3,296.13,0.0,888.39
S000592,INV00245,P002,2025-12-20,3,348.25,0.0,1044.75
S000593,INV00245,P012,2025-12-20,3,490.89,0.05,1399.04
S000594,INV00246,P007,2024-03-15,2,118.83,0.15,202.01
S000595,INV00246,P003,2024-03-15,5,508.77,0.0,2543.85
S000596,INV00246,P015,2024-03-15,4,151.86,0.15,516.32
S000597,INV00246,P001,2024-03-15,3,564.89,0.1,1525.2
S000598,INV00247,P017,2025-10-21,2,680.26,0.05,1292.49
S000599,INV00248,P008,2024-03-08,5,24.11,0.15,102.47
S000600,INV00248,P007,2024-03-08,3,118.83,0.05,338.67
S000601,INV00248,P002,2024-03-08,3,348.25,0.1,940.27
S000602,INV00248,P012,2024-03-08,3,490.89,0.05,1399.04
S000603,INV00249,P020,2025-08-27,2,501.47,0.05,952.79
S000604,INV00250,P015,2025-02-04,4,151.86,0.1,546.7
S000605,INV00250,P004,2025-02-04,2,296.13,0.1,533.03
S000606,INV00250,P005,2025-02-04,3,66.59,0.0,199.77
S000607,INV00251,P015,2025-08-19,5,151.86,0.05,721.34
S000608,INV00251,P009,2025-08-19,5,555.19,0.05,2637.15
S000609,INV00251,P007,2025-08-19,2,118.83,0.0,237.66
S000610,INV00252,P012,2024-11-09,4,490.89,0.0,1963.56
S000611,INV00252,P013,2024-11-09,5,499.96,0.0,2499.8
S000612,INV00252,P006,2024-11-09,5,187.1,0.05,888.72
S000613,INV00252,P010,2024-11-09,5,358.33,0.15,1522.9
S000614,INV00253,P013,2025-02-01,3,499.96,0.0,1499.88
S000615,INV00253,P010,2025-02-01,4,358.33,0.05,1361.65
S000616,INV00253,P019,2025-02-01,5,298.11,0.05,1416.02
S000617,INV00254,P021,2024-12-20,1,285.53,0.0,285.53
S000618,INV00255,P017,2025-08-04,2,680.26,0.15,1156.44
S000619,INV00255,P004,2025-08-04,4,296.13,0.05,1125.29
S000620,INV00255,P012,2025-08-04,3,490.89,0.15,1251.77
S000621,INV00256,P003,2025-12-13,3,508.77,0.0,1526.31
S000622,INV00256,P018,2025-12-13,2,588.71,0.0,1177.42
S000623,INV00256,P005,2025-12-13,3,66.59,0.0,199.77
S000624,INV00256,P019,2025-12-13,2,298.11,0.0,596.22
S000625,INV00257,P019,2025-06-03,5,298.11,0.0,1490.55
S000626,INV00258,P010,2025-07-28,4,358.33,0.15,1218.32
S000627,INV00258,P012,2025-07-28,1,490.89,0.0,490.89
S000628,INV00258,P018,2025-07-28,2,588.71,0.15,1000.81
S000629,INV00258,P001,2025-07-28,3,564.89,0.0,1694.67
S000630,INV00259,P002,2024-07-06,1,348.25,0.1,313.43
S000631,INV00260,P008,2025-10-19,2,24.11,0.05,45.81
S000632,INV00260,P018,2025-10-19,5,588.71,0.0,2943.55
S000633,INV00260,P011,2025-10-19,2,292.74,0.0,585.48
S000634,INV00260,P003,2025-10-19,5,508.77,0.05,2416.66
S000635,INV00261,P003,2025-11-26,5,508.77,0.0,2543.85
S000636,INV00261,P020,2025-11-26,3,501.47,0.15,1278.75
S000637,INV00261,P006,2025-11-26,4,187.1,0.0,748.4
S000638,INV00262,P011,2024-09-17,5,292.74,0.15,1244.14
S000639,INV00262,P008,2024-09-17,4,24.11,0.05,91.62
S000640,INV00262,P007,2024-09-17,4,118.83,0.05,451.55
S000641,INV00263,P006,2025-12-05,4,187.1,0.05,710.98
S000642,INV00264,P005,2025-10-30,5,66.59,0.05,316.3
S000643,INV00264,P004,2025-10-30,3,296.13,0.1,799.55
S000644,INV00264,P003,2025-10-30,3,508.77,0.05,1449.99
S000645,INV00265,P013,2024-06-07,1,499.96,0.15,424.97
S000646,INV00265,P011,2024-06-07,4,292.74,0.0,1170.96
S000647,INV00265,P006,2024-06-07,3,187.1,0.0,561.3
S000648,INV00266,P019,2024-11-10,2,298.11,0.1,536.6
S000649,INV00266,P006,2024-11-10,2,187.1,0.15,318.07
S000650,INV00266,P014,2024-11-10,1,365.65,0.05,347.37
S000651,INV00266,P005,2024-11-10,1,66.59,0.15,56.6
S000652,INV00267,P015,2025-10-26,2,151.86,0.0,303.72
S000653,INV00268,P017,2024-03-19,2,680.26,0.0,1360.52
S000654,INV00268,P018,2024-03-19,2,588.71,0.15,1000.81
S000655,INV00268,P008,2024-03-19,4,24.11,0.1,86.8
S000656,INV00269,P016,2024-07-22,1,135.67,0.0,135.67
S000657,INV00270,P008,2025-03-10,4,24.11,0.0,96.44
S000658,INV00270,P020,2025-03-10,2,501.47,0.1,902.65
S000659,INV00271,P020,2025-01-31,1,501.47,0.05,476.4
S000660,INV00271,P013,2025-01-31,4,499.96,0.15,1699.86
S000661,INV00271,P006,2025-01-31,1,187.1,0.0,187.1
S000662,INV00271,P008,2025-01-31,3,24.11,0.05,68.71
S000663,INV00272,P016,2024-06-25,5,135.67,0.0,678.35
S000664,INV00272,P009,2024-06-25,4,555.19,0.15,1887.65
S000665,INV00272,P019,2024-06-25,5,298.11,0.05,1416.02
S000666,INV00273,P010,2025-08-09,4,358.33,0.15,1218.32
S000667,INV00273,P014,2025-08-09,1,365.65,0.05,347.37
S000668,INV00273,P004,2025-08-09,4,296.13,0.15,1006.84
S000669,INV00274,P014,2024-06-03,5,365.65,0.0,1828.25
S000670,INV00274,P011,2024-06-03,2,292.74,0.05,556.21
S000671,INV00274,P009,2024-06-03,4,555.19,0.15,1887.65
S000672,INV00274,P013,2024-06-03,4,499.96,0.1,1799.86
S000673,INV00275,P002,2025-09-18,1,348.25,0.1,313.43
S000674,INV00276,P004,2025-07-07,3,296.13,0.0,888.39
S000675,INV00276,P016,2025-07-07,2,135.67,0.05,257.77
S000676,INV00277,P017,2024-08-26,3,680.26,0.1,1836.7
S000677,INV00277,P005,2024-08-26,5,66.59,0.05,316.3
S000678,INV00278,P018,2024-09-27,3,588.71,0.05,1677.82
S000679,INV00278,P008,2024-09-27,4,24.11,0.1,86.8
S000680,INV00278,P014,2024-09-27,1,365.65,0.15,310.8
S000681,INV00278,P013,2024-09-27,4,499.96,0.0,1999.84
S000682,INV00279,P011,2025-11-13,1,292.74,0.15,248.83
S000683,INV00279,P015,2025-11-13,3,151.86,0.0,455.58
S000684,INV00280,P018,2024-01-07,1,588.71,0.0,588.71
S000685,INV00281,P006,2025-07-22,1,187.1,0.0,187.1
S000686,INV00282,P010,2024-02-06,4,358.33,0.1,1289.99
S000687,INV00283,P016,2025-04-05,4,135.67,0.05,515.55
S000688,INV00283,P019,2025-04-05,2,298.11,0.0,596.22
S000689,INV00283,P011,2025-04-05,5,292.74,0.05,1390.51
S000690,INV00283,P003,2025-04-05,1,508.77,0.0,508.77
S000691,INV00284,P001,2024-03-19,3,564.89,0.0,1694.67
S000692,INV00284,P011,2024-03-19,2,292.74,0.0,585.48
S000693,INV00284,P012,2024-03-19,2,490.89,0.15,834.51
S000694,INV00285,P006,2025-03-29,4,187.1,0.1,673.56
S000695,INV00285,P007,2025-03-29,5,118.83,0.0,594.15
S000696,INV00285,P009,2025-03-29,4,555.19,0.1,1998.68
S000697,INV00286,P019,2024-02-21,4,298.11,0.1,1073.2
S000698,INV00286,P001,2024-02-21,4,564.89,0.05,2146.58
S000699,INV00286,P020,2024-02-21,2,501.47,0.0,1002.94
S000700,INV00287,P006,2024-09-25,2,187.1,0.15,318.07
S000701,INV00287,P013,2024-09-25,1,499.96,0.05,474.96
S000702,INV00288,P001,2025-10-10,2,564.89,0.0,1129.78
S000703,INV00288,P007,2025-10-10,3,118.83,0.0,356.49
S000704,INV00288,P005,2025-10-10,2,66.59,0.0,133.18
S000705,INV00289,P014,2024-05-28,1,365.65,0.15,310.8
S000706,INV00289,P020,2024-05-28,1,501.47,0.0,501.47
S000707,INV00289,P003,2024-05-28,5,508.77,0.05,2416.66
S000708,INV00289,P012,2024-05-28,2,490.89,0.1,883.6
S000709,INV00290,P020,2025-02-26,1,501.47,0.15,426.25
S000710,INV00290,P021,2025-02-26,4,285.53,0.05,1085.01
S000711,INV00290,P002,2025-02-26,3,348.25,0.1,940.27
S000712,INV00290,P017,2025-02-26,3,680.26,0.15,1734.66
S000713,INV00291,P004,2024-10-19,4,296.13,0.1,1066.07
S000714,INV00291,P009,2024-10-19,2,555.19,0.05,1054.86
S000715,INV00291,P021,2024-10-19,1,285.53,0.0,285.53
S000716,INV00292,P010,2025-05-21,2,358.33,0.05,680.83
S000717,INV00292,P003,2025-05-21,2,508.77,0.0,1017.54
S000718,INV00292,P001,2025-05-21,2,564.89,0.05,1073.29
S000719,INV00292,P021,2025-05-21,3,285.53,0.15,728.1
S000720,INV00293,P008,2024-06-08,2,24.11,0.15,40.99
S000721,INV00294,P002,2024-03-13,5,348.25,0.1,1567.12
S000722,INV00295,P006,2024-01-27,3,187.1,0.0,561.3
S000723,INV00296,P018,2025-11-08,1,588.71,0.0,588.71
S000724,INV00297,P009,2025-10-02,2,555.19,0.15,943.82
S000725,INV00298,P001,2024-03-22,3,564.89,0.0,1694.67
S000726,INV00299,P009,2025-12-24,2,555.19,0.0,1110.38
S000727,INV00300,P009,2024-09-02,3,555.19,0.1,1499.01
S000728,INV00301,P004,2025-11-28,5,296.13,0.0,1480.65
S000729,INV00301,P013,2025-11-28,4,499.96,0.0,1999.84
S000730,INV00301,P014,2025-11-28,4,365.65,0.05,1389.47
S000731,INV00301,P010,2025-11-28,5,358.33,0.1,1612.48
S000732,INV00302,P002,2024-01-07,2,348.25,0.0,696.5
S000733,INV00302,P005,2024-01-07,3,66.59,0.0,199.77
S000734,INV00303,P015,2025-12-25,1,151.86,0.0,151.86
S000735,INV00303,P009,2025-12-25,2,555.19,0.0,1110.38
S000736,INV00303,P002,2025-12-25,4,348.25,0.0,1393.0
S000737,INV00304,P018,2024-07-14,2,588.71,0.0,1177.42
S000738,INV00304,P019,2024-07-14,3,298.11,0.05,849.61
S000739,INV00305,P021,2024-04-28,1,285.53,0.15,242.7
S000740,INV00305,P006,2024-04-28,3,187.1,0.0,561.3
S000741,INV00306,P007,2025-12-05,4,118.83,0.15,404.02
S000742,INV00307,P019,2025-10-21,4,298.11,0.1,1073.2
S000743,INV00307,P010,2025-10-21,4,358.33,0.05,1361.65
S000744,INV00308,P002,2025-08-16,2,348.25,0.1,626.85
S000745,INV00309,P014,2024-11-19,3,365.65,0.0,1096.95
S000746,INV00309,P003,2024-11-19,4,508.77,0.0,2035.08
S000747,INV00309,P020,2024-11-19,2,501.47,0.0,1002.94
S000748,INV00310,P009,2024-05-10,5,555.19,0.0,2775.95
S000749,INV00310,P010,2024-05-10,2,358.33,0.0,716.66
S000750,INV00310,P014,2024-05-10,5,365.65,0.0,1828.25
S000751,INV00311,P017,2025-03-04,4,680.26,0.0,2721.04
S000752,INV00312,P003,2025-12-31,1,508.77,0.15,432.45
S000753,INV00313,P008,2024-04-24,2,24.11,0.0,48.22
S000754,INV00314,P004,2024-08-05,1,296.13,0.05,281.32
S000755,INV00314,P013,2024-08-05,1,499.96,0.1,449.96
S000756,INV00314,P001,2024-08-05,4,564.89,0.05,2146.58
S000757,INV00315,P014,2024-08-24,2,365.65,0.1,658.17
S000758,INV00316,P015,2024-08-17,5,151.86,0.05,721.34
S000759,INV00316,P002,2024-08-17,3,348.25,0.0,1044.75
S000760,INV00316,P020,2024-08-17,2,501.47,0.1,902.65
S000761,INV00316,P013,2024-08-17,5,499.96,0.15,2124.83
S000762,INV00317,P021,2024-07-14,3,285.53,0.05,813.76
S000763,INV00317,P018,2024-07-14,4,588.71,0.15,2001.61
S000764,INV00318,P012,2025-08-11,5,490.89,0.1,2209.01
S000765,INV00318,P017,2025-08-11,4,680.26,0.1,2448.94
S000766,INV00319,P011,2025-01-07,1,292.74,0.15,248.83
S000767,INV00320,P002,2025-08-04,2,348.25,0.05,661.67
S000768,INV00321,P009,2025-05-19,5,555.19,0.0,2775.95
S000769,INV00322,P009,2024-02-09,5,555.19,0.0,2775.95
S000770,INV00323,P009,2025-01-17,1,555.19,0.0,555.19
S000771,INV00323,P007,2025-01-17,4,118.83,0.0,475.32
S000772,INV00323,P017,2025-01-17,5,680.26,0.05,3231.24
S000773,INV00324,P015,2024-08-07,4,151.86,0.05,577.07
S000774,INV00324,P017,2024-08-07,5,680.26,0.15,2891.11
S000775,INV00324,P006,2024-08-07,4,187.1,0.1,673.56
S000776,INV00324,P005,2024-08-07,5,66.59,0.0,332.95
S000777,INV00325,P013,2024-12-20,5,499.96,0.05,2374.81
S000778,INV00325,P003,2024-12-20,2,508.77,0.0,1017.54
S000779,INV00325,P020,2024-12-20,3,501.47,0.1,1353.97
S000780,INV00325,P015,2024-12-20,5,151.86,0.05,721.34
S000781,INV00326,P019,2025-05-06,1,298.11,0.1,268.3
S000782,INV00327,P004,2025-03-25,4,296.13,0.0,1184.52
S000783,INV00327,P015,2025-03-25,4,151.86,0.1,546.7
S000784,INV00327,P005,2025-03-25,2,66.59,0.0,133.18
S000785,INV00327,P014,2025-03-25,1,365.65,0.05,347.37
S000786,INV00328,P005,2024-09-04,5,66.59,0.0,332.95
S000787,INV00329,P011,2024-09-01,5,292.74,0.05,1390.51
S000788,INV00329,P004,2024-09-01,3,296.13,0.0,888.39
S000789,INV00329,P015,2024-09-01,4,151.86,0.15,516.32
S000790,INV00329,P018,2024-09-01,4,588.71,0.0,2354.84
S000791,INV00330,P019,2024-12-21,3,298.11,0.1,804.9
S000792,INV00330,P017,2024-12-21,4,680.26,0.1,2448.94
S000793,INV00331,P007,2025-06-08,5,118.83,0.0,594.15
S000794,INV00331,P018,2025-06-08,4,588.71,0.15,2001.61
S000795,INV00332,P013,2024-01-12,5,499.96,0.15,2124.83
S000796,INV00332,P001,2024-01-12,2,564.89,0.05,1073.29
S000797,INV00332,P002,2024-01-12,5,348.25,0.1,1567.12
S000798,INV00332,P017,2024-01-12,5,680.26,0.05,3231.24
S000799,INV00333,P017,2025-01-09,1,680.26,0.1,612.23
S000800,INV00333,P012,2025-01-09,3,490.89,0.15,1251.77
S000801,INV00334,P011,2025-10-03,3,292.74,0.15,746.49
S000802,INV00335,P013,2024-01-06,4,499.96,0.0,1999.84
S000803,INV00336,P005,2024-07-08,1,66.59,0.1,59.93
S000804,INV00337,P014,2024-11-21,1,365.65,0.15,310.8
S000805,INV00337,P018,2024-11-21,2,588.71,0.0,1177.42
S000806,INV00337,P010,2024-11-21,4,358.33,0.0,1433.32
S000807,INV00337,P006,2024-11-21,2,187.1,0.0,374.2
S000808,INV00338,P005,2024-01-19,5,66.59,0.0,332.95
S000809,INV00338,P016,2024-01-19,1,135.67,0.05,128.89
S000810,INV00338,P017,2024-01-19,4,680.26,0.05,2584.99
S000811,INV00339,P002,2025-02-06,2,348.25,0.0,696.5
S000812,INV00339,P017,2025-02-06,1,680.26,0.1,612.23
S000813,INV00339,P005,2025-02-06,2,66.59,0.15,113.2
S000814,INV00340,P021,2024-07-08,1,285.53,0.1,256.98
S000815,INV00341,P005,2024-04-01,3,66.59,0.1,179.79
S000816,INV00342,P018,2024-11-28,1,588.71,0.1,529.84
S000817,INV00342,P010,2024-11-28,4,358.33,0.05,1361.65
S000818,INV00342,P014,2024-11-28,1,365.65,0.05,347.37
S000819,INV00342,P009,2024-11-28,5,555.19,0.0,2775.95
S000820,INV00343,P013,2025-05-20,4,499.96,0.05,1899.85
S000821,INV00343,P010,2025-05-20,5,358.33,0.1,1612.48
S000822,INV00343,P016,2025-05-20,5,135.67,0.15,576.6
S000823,INV00344,P016,2024-11-17,3,135.67,0.0,407.01
S000824,INV00345,P004,2024-05-01,3,296.13,0.1,799.55
S000825,INV00346,P003,2024-06-07,5,508.77,0.05,2416.66
S000826,INV00346,P018,2024-06-07,2,588.71,0.05,1118.55
S000827,INV00347,P011,2024-05-26,1,292.74,0.0,292.74
S000828,INV00347,P006,2024-05-26,3,187.1,0.05,533.23
S000829,INV00348,P001,2025-05-12,3,564.89,0.15,1440.47
S000830,INV00348,P019,2025-05-12,3,298.11,0.05,849.61
S000831,INV00348,P015,2025-05-12,5,151.86,0.05,721.34
S000832,INV00348,P011,2025-05-12,2,292.74,0.0,585.48
S000833,INV00349,P004,2024-02-08,4,296.13,0.0,1184.52
